,"('solver', '')","('problem', '')","('nodecount', '')","('edges', '')","('anchors', '')","('totaliterations', '')","('population', '')","('deIteration', '')","('distFraction', '')","('optimizer', '')","('final f: ', 'mean')","('final f: ', 'std')"
255,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,5.0,0.0,0.1,LBFGS,2980467920806.5127,5.4030150848576335e-12
493,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,319.0,100.0,50000.0,5.0,45000.0,0.1,LBFGS,2980467920808.997,6.864910990376657e-12
253,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,1.0,0.0,0.1,LBFGS,2980467921046.294,1.3423146958151123e-10
282,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,50000.0,20.0,1.0,0.1,GD,2980467922276.6943,2.905641818053821e-10
274,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,50000.0,5.0,1.0,0.1,GD,2980467925311.1587,9.352776615823932e-10
287,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,50000.0,20.0,19.0,0.1,LBFGS,2980468173475.2114,2.773122577829125e-08
279,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,50000.0,5.0,19.0,0.1,LBFGS,2980468354658.781,5.970520175524087e-08
265,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,20.0,1.0,0.1,LBFGS,2980468424499.518,5.75020205967804e-08
284,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,50000.0,20.0,4.0,0.1,GD,2980469377883.906,2.471081999620402e-07
257,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,5.0,1.0,0.1,LBFGS,2980469877150.1016,4.473912337870849e-07
276,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,50000.0,5.0,4.0,0.1,GD,2980470869250.302,3.1455375655939346e-07
262,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,20.0,0.0,0.1,GD,2980524261237.8804,3.712499389498236e-06
494,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,319.0,100.0,50000.0,20.0,45000.0,0.1,GD,2980524261237.882,3.712499389630224e-06
254,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,5.0,0.0,0.1,GD,2980553312146.8047,4.862952144575393e-06
492,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,319.0,100.0,50000.0,5.0,45000.0,0.1,GD,2980553312148.9385,4.862953520639028e-06
252,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,1.0,0.0,0.1,GD,2980577707615.8975,1.5600889309097008e-05
286,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,50000.0,20.0,19.0,0.1,GD,2980689214663.819,1.8552559536068206e-05
278,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,50000.0,5.0,19.0,0.1,GD,2980807128214.2485,3.805275375151998e-05
264,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,20.0,1.0,0.1,GD,2980936299171.6587,4.218094535704872e-05
256,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,5.0,1.0,0.1,GD,2981190604703.438,3.624947683942494e-05
267,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,20.0,4.0,0.1,LBFGS,2982412739127.008,0.0002765780955495562
245,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,20.0,0.0,0.1,LBFGS,2984349903628.1226,0.0007323028316504963
259,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,5.0,4.0,0.1,LBFGS,2984404419338.7725,0.0010614056774536531
266,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,20.0,4.0,0.1,GD,2987684308222.654,0.0009319358518034187
258,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,5.0,4.0,0.1,GD,2990536485992.5186,0.0008811050361049833
244,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,20.0,0.0,0.1,GD,2993565205656.2295,0.0010644592863374809
236,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,5.0,0.0,0.1,GD,3000374714672.507,0.0022595710727175296
237,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,5.0,0.0,0.1,LBFGS,3004494703589.02,0.009186628928010572
234,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,1.0,0.0,0.1,GD,3026391652987.7485,0.010497143683056258
162,OPTIMIZER_MIN_DE,3DRandom1,100.0,310.0,100.0,1000.0,1.0,0.0,0.5,GD,3038548780972.153,0.03360786149942831
246,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,20.0,1.0,0.1,GD,3133753828661.691,0.0157729584975598
490,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,319.0,100.0,5000.0,20.0,4500.0,0.1,GD,3260543762489.358,0.051871374360442264
174,OPTIMIZER_MIN_DE,3DRandom1,100.0,310.0,100.0,1000.0,20.0,1.0,0.5,GD,3302480462905.931,0.03590644166026294
238,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,5.0,1.0,0.1,GD,3315016959899.028,0.0394518446432002
166,OPTIMIZER_MIN_DE,3DRandom1,100.0,310.0,100.0,1000.0,5.0,1.0,0.5,GD,3379659340562.168,0.05058636621759681
163,OPTIMIZER_MIN_DE,3DRandom1,100.0,310.0,100.0,1000.0,1.0,0.0,0.5,LBFGS,3382709993512.9854,0.29010488139048485
474,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,310.0,100.0,5000.0,20.0,4500.0,0.5,GD,3389039806759.7646,0.03525203876077019
488,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,319.0,100.0,5000.0,5.0,4500.0,0.1,GD,3603518091244.396,0.09348974457116817
472,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,310.0,100.0,5000.0,5.0,4500.0,0.5,GD,3664538688411.38,0.059899361455984436
235,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,1.0,0.0,0.1,LBFGS,4360352017253.1807,0.7933894315650338
175,OPTIMIZER_MIN_DE,3DRandom1,100.0,310.0,100.0,1000.0,20.0,1.0,0.5,LBFGS,4686972355164.182,0.19886712247242408
247,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,20.0,1.0,0.1,LBFGS,4802716394571.01,0.1754598221433537
491,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,319.0,100.0,5000.0,20.0,4500.0,0.1,LBFGS,5611488361126.588,0.35955668566873267
475,OPTIMIZER_MIN_INIT_DE,3DRandom1,100.0,310.0,100.0,5000.0,20.0,4500.0,0.5,LBFGS,5983772307610.77,0.45252708788578483
268,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,5000.0,20.0,19.0,0.1,GD,7381853522132.62,0.31560078492274035
196,OPTIMIZER_MIN_DE,3DRandom1,100.0,310.0,100.0,5000.0,20.0,19.0,0.5,GD,7844630286789.5205,0.3167496476298851
167,OPTIMIZER_MIN_DE,3DRandom1,100.0,310.0,100.0,1000.0,5.0,1.0,0.5,LBFGS,8170432129264.037,0.9532219673242397
239,OPTIMIZER_MIN_DE,3DRandom1,100.0,319.0,100.0,1000.0,5.0,1.0,0.1,LBFGS,8909308591675.254,0.6555256300984894
429,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,4.0,0.5,LBFGS,31842503363616.29,0.0002818804674228331
427,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,1.0,0.5,LBFGS,31846774154570.52,0.00019100957564291266
425,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,0.0,0.5,LBFGS,31852835494005.844,0.00030751946260696903
421,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,4.0,0.5,LBFGS,31856895274121.375,0.0004796874956617683
424,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,0.0,0.5,GD,31859036201806.74,0.0005120948072717614
426,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,1.0,0.5,GD,31866863928913.15,0.0006473601873412222
419,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,1.0,0.5,LBFGS,31872966184242.387,0.0005870988884713775
418,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,1.0,0.5,GD,31878003324051.74,0.00059814382423415
417,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,0.0,0.5,LBFGS,31886850544074.336,0.000976542731329006
407,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,0.0,0.5,LBFGS,31888266558151.6,0.0004664405552707841
527,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,45000.0,0.5,LBFGS,31888894274060.074,0.0004471899673327774
428,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,4.0,0.5,GD,31890987515934.176,0.0004365868208215588
416,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,0.0,0.5,GD,31893497746970.906,0.0007308343210505638
415,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,1.0,0.0,0.5,LBFGS,31897388633123.168,0.0008389483797560822
399,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,5.0,0.0,0.5,LBFGS,31901657960527.9,0.0009209927209246409
525,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,45000.0,0.5,LBFGS,31901705542320.133,0.0009214000345937396
420,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,4.0,0.5,GD,31923544091975.3,0.0007092270701094943
431,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,19.0,0.5,LBFGS,31935316628868.07,0.0006605445744050174
397,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,1.0,0.0,0.5,LBFGS,31951264278057.633,0.0012505135275554403
414,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,1.0,0.0,0.5,GD,31953318523118.938,0.0010780351091107055
423,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,19.0,0.5,LBFGS,31960893031330.367,0.0005967182415729577
409,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,1.0,0.5,LBFGS,32006202617245.707,0.0011412250735535537
406,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,0.0,0.5,GD,32027956908757.113,0.0009539653203824521
526,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,45000.0,0.5,GD,32028687377213.3,0.000960695978539046
401,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,5.0,1.0,0.5,LBFGS,32048559261921.418,0.0006876070577186232
398,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,5.0,0.0,0.5,GD,32083272654876.137,0.0016362637139030257
524,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,45000.0,0.5,GD,32085272827331.492,0.0015362408959955724
353,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,0.0,0.1,LBFGS,32101024693947.918,1.0258750819731891e-14
345,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,0.0,0.1,LBFGS,32101024693948.0,9.352961149471021e-15
343,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,1.0,0.0,0.1,LBFGS,32101024693951.305,1.2768791257272623e-13
355,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,1.0,0.1,LBFGS,32101024693951.72,5.3037818244859846e-14
347,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,1.0,0.1,LBFGS,32101024693955.906,9.923704838268227e-14
357,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,4.0,0.1,LBFGS,32101024701074.05,5.5839531403025664e-11
349,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,4.0,0.1,LBFGS,32101024703497.5,5.269900796465778e-11
352,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,0.0,0.1,GD,32101024854002.523,9.920993580465745e-11
344,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,0.0,0.1,GD,32101024857367.957,1.0177396279638047e-10
342,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,1.0,0.0,0.1,GD,32101024863322.93,1.2608522191134068e-10
354,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,1.0,0.1,GD,32101026017709.617,7.289846516296653e-10
346,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,1.0,0.1,GD,32101026080784.188,1.911150837896814e-09
335,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,20.0,0.0,0.1,LBFGS,32101026394691.71,7.986381399666094e-09
511,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,45000.0,0.1,LBFGS,32101026454151.406,1.2402435975707696e-08
509,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,45000.0,0.1,LBFGS,32101026847667.164,1.4463129259616783e-08
327,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,5.0,0.0,0.1,LBFGS,32101026859349.043,1.5277490167274812e-08
325,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,1.0,0.0,0.1,LBFGS,32101028196381.01,4.938848462352925e-08
356,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,4.0,0.1,GD,32101040806684.21,2.4344782560945337e-08
348,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,4.0,0.1,GD,32101041948883.5,4.055208140854128e-08
359,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,19.0,0.1,LBFGS,32101114534245.43,5.895648082212693e-07
351,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,19.0,0.1,LBFGS,32101150599630.28,9.945735940854227e-07
337,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,20.0,1.0,0.1,LBFGS,32101179380278.125,1.2073852971843878e-06
334,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,20.0,0.0,0.1,GD,32101211439910.355,6.687844954350395e-07
510,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,45000.0,0.1,GD,32101214074975.895,8.198248938392687e-07
329,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,5.0,1.0,0.1,LBFGS,32101249122198.062,1.3371072680540619e-06
326,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,5.0,0.0,0.1,GD,32101250542557.324,9.007432995404631e-07
508,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,45000.0,0.1,GD,32101255050835.582,9.704240394858957e-07
324,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,1.0,0.0,0.1,GD,32101339235395.457,2.3389700538198166e-06
358,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,20.0,19.0,0.1,GD,32103342710626.418,2.0841808675450414e-05
350,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,50000.0,5.0,19.0,0.1,GD,32104303832316.387,2.0748250619856914e-05
336,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,20.0,1.0,0.1,GD,32105238679682.645,1.7761082490960536e-05
328,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,5.0,1.0,0.1,GD,32106188366604.477,3.1125193590802884e-05
396,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,1.0,0.0,0.5,GD,32182160564494.664,0.002550689800188467
430,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,20.0,19.0,0.5,GD,32274738739724.195,0.0012290671342672478
338,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,20.0,4.0,0.1,GD,32288859851291.625,0.0015028953895550852
316,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,20.0,0.0,0.1,GD,32356679442845.27,0.0026445222673243582
422,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,50000.0,5.0,19.0,0.5,GD,32365769637507.523,0.0013184973625450685
330,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,5.0,4.0,0.1,GD,32409599151536.29,0.0038084488984968866
408,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,1.0,0.5,GD,32463164079278.95,0.0021733702158763272
400,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,5.0,1.0,0.5,GD,32493186207241.164,0.002037560493718051
308,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,5.0,0.0,0.1,GD,32564923195829.875,0.0039210367914820484
339,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,20.0,4.0,0.1,LBFGS,32617628889384.586,0.006290622241872418
306,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,1.0,0.0,0.1,GD,33080909370478.35,0.024046274345497727
331,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,5.0,4.0,0.1,LBFGS,33365681681009.7,0.023266829022207166
317,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,20.0,0.0,0.1,LBFGS,33791122431515.688,0.028576600507098256
410,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,4.0,0.5,GD,34312545995716.855,0.007241832422898754
402,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,5.0,4.0,0.5,GD,34447077599669.125,0.009505211612799491
388,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,20.0,0.0,0.5,GD,34546910363545.695,0.006626371210969306
380,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,5.0,0.0,0.5,GD,35155582381663.82,0.017042954263247517
411,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,4.0,0.5,LBFGS,35170018650523.145,0.0301397464546588
309,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,5.0,0.0,0.1,LBFGS,35377645003343.46,0.08080886240645813
378,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,1.0,0.0,0.5,GD,35538440730920.65,0.027818307218609773
389,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,20.0,0.0,0.5,LBFGS,37405653586373.8,0.05023997508592462
403,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,5.0,4.0,0.5,LBFGS,37563721758729.98,0.07566637971005746
381,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,5.0,0.0,0.5,LBFGS,45243949247956.766,0.1291367540104552
390,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,20.0,1.0,0.5,GD,66124759989847.0,0.08768885664126864
522,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,4500.0,0.5,GD,72776678073721.5,0.18947100029088995
307,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,1.0,0.0,0.1,LBFGS,85107235296874.12,1.202478611186174
310,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,5.0,1.0,0.1,GD,89570719942678.28,0.4688610188514321
506,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,20.0,4500.0,0.1,GD,93210573207121.98,0.4722525845957713
318,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,20.0,1.0,0.1,GD,93944098239108.2,0.44770208342843226
382,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,5.0,1.0,0.5,GD,111680832174378.75,0.3412158981596594
504,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,5.0,4500.0,0.1,GD,132401289162374.05,0.42491449172857604
520,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,5.0,4500.0,0.5,GD,163128482529206.56,0.5363530098987206
379,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,1.0,0.0,0.5,LBFGS,180170559340484.0,1.6337426192912703
391,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,20.0,1.0,0.5,LBFGS,373476035222690.4,0.2080763685439067
319,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,20.0,1.0,0.1,LBFGS,445974950882829.8,0.4350684295443512
311,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3422.0,1000.0,1000.0,5.0,1.0,0.1,LBFGS,762635140751057.8,0.3910505732601378
523,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,4500.0,0.5,LBFGS,857887894600407.4,0.5478199889867382
507,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,20.0,4500.0,0.1,LBFGS,874128514239596.2,0.7352251547746939
412,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,5000.0,20.0,19.0,0.5,GD,1246876646027473.5,0.8042216173908139
505,OPTIMIZER_MIN_INIT_DE,3DRandom1,1000.0,3422.0,1000.0,5000.0,5.0,4500.0,0.1,LBFGS,2472693517661314.5,1.152520841423329
383,OPTIMIZER_MIN_DE,3DRandom1,1000.0,3455.0,1000.0,1000.0,5.0,1.0,0.5,LBFGS,2475207263524245.0,0.4285491656840183
